赤峰市利丰汽车行有限公司|王刚|0476-8772550|||内蒙古自治区赤峰市红山区桥北镇桥北大街１８８号|4800万|2002-11-26|存续||911504027438695084|743869508|911504027438695084|其他有限责任公司(1190)|2002-11-26至无固定期限|批发业||2017-11-28|4800万|||||Chifeng Lifengqi Vehicle Trading Firm Co.,Ltd.|内蒙古自治区赤峰市红山区桥北镇桥北大街１８８号附近公司|许可经营项目：无 一般经营项目：汽车、天津一汽汽车、长安铃木汽车、上汽通用五菱汽车、长城汽车、进口和国产别克牌汽车、哈飞、松花江品牌汽车、长安牌汽车、奇瑞品牌汽车、佳宝品牌汽车、瑞麒品牌汽车（该品牌汽车由分支机构经营）、工程机械、农用机械、汽车配件、汽车装具、润滑油、五金机电、建材、化工（危险品除外）、金属材料、日用百货销售；汽车租赁；汽车修理；维修救援；普通货运；汽车售前售后服务；二手车经销；二手车中介服务；二手车鉴定评估；市场管理服务；信息咨询服务。（在许可证有效期内经营）；房屋租赁、场地租赁|赤峰市利丰汽车行有限公司成立于2002年11月26日，主要经营范围为汽车、天津一汽汽车、长安铃木汽车、上汽通用五菱汽车、长城汽车、进口和国产别克牌汽车、哈飞、松花江品牌汽车、长安牌汽车、奇瑞品牌汽车、佳宝品牌汽车、瑞麒品牌汽车（该品牌汽车由分支机构经营）、工程机械、农用机械、汽车配件、汽车装具、润滑油、五金机电、建材、化工（危险品除外）、金属材料、日用百货销售等。
赤峰二宝国玉和田玉专卖店|任振世||||内蒙古自治区赤峰市红城新世界外厅||2011-11-10|吊销|||||个体户||零售业||2012-02-16|||||||内蒙古自治区赤峰市红城新世界外厅附近公司|玉器、工艺品、日用品、化妆品零售及咨询服务。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
红山区百安居塑钢门窗厂|贾艳伟||||内蒙古自治区赤峰市红山区东郊八队||2010-03-25|吊销|||||个体户||金属制品业||2010-03-25|||||||内蒙古自治区赤峰市红山区东郊八队附近公司|许可经营项目：一般经营项目：塑钢门窗销售 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
红山区牧牛人雕刻服务部|高井奎||||内蒙古自治区赤峰市站前西街||2011-04-22|吊销|||||个体户||批发业||2011-04-22|||||||内蒙古自治区赤峰市站前西街附近公司|许可经营项目：无 一般经营项目：雕刻服务、牌匾制作。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
红山区好运长来美食城|刘志军||||内蒙古自治区赤峰市红山区火花路路西自来水公司北侧|10万人民币|2008-06-16|吊销|||||个体工商户|2008-06-16至2099-12-31|餐饮业||2012-06-18|||||||内蒙古自治区赤峰市红山区火花路路西自来水公司北侧附近公司|许可经营项目：中型餐馆：含凉菜、不含裱花蛋糕、生食海产品（有效期截止2015年5月17日）。 一般经营项目：无|
红山区独门烤鱼店|王志全||||内蒙古自治区赤峰市红山区六西街||2010-08-06|吊销|||||个体户||餐饮业||2010-08-06|||||||内蒙古自治区赤峰市红山区六西街附近公司|许可经营项目：不含凉菜、裱花蛋糕、生食海产品（餐饮服务许可证有效期截止2013年5月30日）一般经营项目： (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
红山区神彩飞扬动漫城|刘必财||||内蒙古自治区赤峰市王朝宾馆楼下||2011-06-02|吊销|||||个体户||娱乐业||2011-06-02|||||||内蒙古自治区赤峰市王朝宾馆楼下附近公司|许可经营项目：打机、模拟机（在许可期限内经营）一般经营项目： (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
赤峰市红山区百洋超市|武文卿||||内蒙古自治区赤峰市红山区园林路实验中学对过|10万人民币|2008-12-04|吊销|||||个体户|2008-12-04至2099-12-31|零售业||2008-12-04|||||||内蒙古自治区赤峰市红山区园林路实验中学对过附近公司|许可经营项目：预包装食品、散装食品、乳制品（含婴幼儿配方乳粉）（食品流通许可证有效期至2013年4月26日）。 一般经营项目：烟、五金交电、百货、工艺美术品、文教用品、通讯器材销售。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
红山区精巧理发店|石岩||||内蒙古自治区赤峰市红山区大栅栏北口|8万人民币|2010-01-28|吊销|||||个体工商户||居民服务业||2010-01-28|||||||内蒙古自治区赤峰市红山区大栅栏北口附近公司|许可经营项目：理发、染发、烫发。（前置审批许可有效期截止2013年1月14日） 一般经营项目：无|
红山区派达皮具店|崔欣彤||||内蒙古自治区赤峰市红城楼下||2010-06-05|吊销|||||个体户||零售业||2010-06-05|||||||内蒙古自治区赤峰市红城楼下附近公司|许可经营项目：一般经营项目：办公用品、体育用品、皮具批发零售 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
赤峰市石鸿建筑劳务有限公司|张海||||内蒙古自治区赤峰市红山区桥北大街185号|80000万|2018-11-27|存续||91150402MA0Q38UG0C|MA0Q38UG0|91150402MA0Q38UG0C|有限责任公司(自然人独资)(1151)|2018-11-27至无固定期限|房屋建筑业||2018-11-27|||||||内蒙古自治区赤峰市红山区桥北大街185号附近公司|建筑劳务分包；市政工程；园林绿化；土木工程；飞机跑道工程建筑；公路工程；水利水电工程；桥梁建筑工程；钢结构工程；仿古建筑工程；隧道工程；机电安装工程；土石方工程；普通货运；室内外装饰装修工程。|
内蒙古士吉建设工程有限公司|高立波|18648107455|||内蒙古自治区赤峰市红山区站前办事处铁北小区6#楼101|68000万|2018-11-29|存续||91150402MA0Q3BRM9P|MA0Q3BRM9|91150402MA0Q3BRM9P|其他有限责任公司(1190)|2018-11-29至无固定期限|房屋建筑业||2018-11-29|||||||内蒙古自治区赤峰市红山区站前办事处铁北小区6#楼101附近公司|建筑工程、土石方工程、市政工程、钢结构工程、装饰装潢工程、水利水电工程、管道安装工程、道路工程、园林古建筑工程、污水处理工程、桥梁工程、隧道工程施工、建筑劳务作业分包。|
红山区开门红婚庆礼仪服务部|徐洪梅|18648316325|1250309218@qq.com||内蒙古自治区赤峰市红山区永巨办事处东南关小区二组团||2010-06-01|吊销|||||个体户||居民服务业||2010-06-01|100万||||||内蒙古自治区赤峰市红山区永巨办事处东南关小区二组团附近公司|许可经营项目：无。一般经营项目：婚庆礼仪、开业庆典服务。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
赤峰市红山区保宁旅店|林水||||内蒙古自治区赤峰市园林路竹园办公楼二层|6万人民币|2004-02-18|注销|||||个体工商户|2004-02-18至2099-12-31|住宿业||2017-09-14|||||||内蒙古自治区赤峰市园林路竹园办公楼二层附近公司|许可经营项目：旅客住宿服务。（在许可期限内经营）。 一般经营项目：小百货销售|
内蒙古日林建筑劳务有限公司|穆亚娟|15304156395|||内蒙古自治区赤峰市红山区西屯办事处百合花园12幢2012号|58888万|2015-12-14|存续||91150402MA0MWHQC15|MA0MWHQC1|91150402MA0MWHQC15|有限责任公司(自然人独资)(1151)|2015-12-14至无固定期限|房屋建筑业||2018-05-24|||||内蒙古日鑫建筑工程有限公司||内蒙古自治区赤峰市红山区西屯办事处百合花园12幢2012号附近公司|建筑劳务分包；土石方工程施工；建筑工程施工；普通货物道路运输；园林绿化；钢结构工程。|
赤峰市元宝山区瑞野食用菌专业合作社|韩进才|15326836668|||内蒙古自治区赤峰市元宝山区大三家村委会院内|400万|2010-05-19|注销||93150403082184455E|082184455|93150403082184455E|农民专业合作社(9100)||农业||2017-06-20|||||||内蒙古自治区赤峰市元宝山区大三家村委会院内附近公司|食用菌培育、加工销售；组织采购、供应成员间所需的生产资料、开展技术培训和技术指导、咨询服务|
赤峰元宝山区良聚养殖专业合作社|魏金菊||||内蒙古自治区赤峰市元宝山区美丽河镇公格营子村砖厂南一队|100万|2017-11-24|存续||93150403MA0NMKENXG|MA0NMKENX|93150403MA0NMKENXG|农民专业合作社(9100)||畜牧业||2018-04-28|||||||内蒙古自治区赤峰市元宝山区美丽河镇公格营子村砖厂南一队附近公司|家畜、家禽养殖销售。|
内蒙古平庄煤业（集团）有限责任公司|徐晓惠|0476-3324512|pmqgb@126.com|www.pzcig.com|内蒙古自治区赤峰市元宝山区平庄镇哈河街中段|235419.265万|2000-07-10|存续||91150403114863701Q|114863701|91150403114863701Q|其他有限责任公司(1190)|2000-07-10至2040-12-31|煤炭开采和洗选业||2018-01-24|235419.265万|10000人以上|16063|||INNER MONGOLIA PINGZHUANG COAL GROUP LTD|内蒙古自治区赤峰市元宝山区平庄镇哈河街中段附近公司|法律、法规禁止的不得经营，应经审批的未获审批前不得经营，法律、法规未规定审批的企业自主选择经营项目，开展经营活动|
赤峰西拉沐沦（集团）公格营子煤业有限公司|张海军|2233680|||赤峰市元宝山区美丽河镇公格营子村|5660万|2005-11-03|存续||911504037794883523|779488352|911504037794883523|有限责任公司(自然人投资或控股)(1130)|2005-11-03至2019-12-12|煤炭开采和洗选业||2018-12-29|5059万|100-499人|341||||赤峰市元宝山区美丽河镇公格营子村附近公司|煤炭生产、销售。|
赤峰东元电力发展有限责任公司|刘子国|0476-3595383|||内蒙古自治区赤峰市元宝山区云杉路|3409万|2001-01-04|存续||911504037201830524|720183052|911504037201830524|其他有限责任公司(1190)|2001-01-04至2028-12-31|商务服务业||2018-11-08||50-99人|62||||内蒙古自治区赤峰市元宝山区云杉路附近公司|法律、法规禁止的不得经营，应经审批的未经审批前不得经营，法律、法规未规定审批的企业自主选择经营项目，开展经营活动|赤峰东元电力发展有限责任公司成立于2001年01月04日，主要经营范围为法律、法规禁止的不得经营，应经审批的未经审批前不得经营，法律、法规未规定审批的企业自主选择经营项目，开展经营活动等。
赤峰晋兆文化旅游发展有限公司|潘爱民||||内蒙古自治区赤峰市元宝山区平庄商城7幢A6号|70000万|2019-04-09|存续||91150403MA0Q72TC7A|MA0Q72TC7|91150403MA0Q72TC7A|有限责任公司(自然人投资或控股)(1130)|2019-04-09至无固定期限|商务服务业||2019-04-09|||||||内蒙古自治区赤峰市元宝山区平庄商城7幢A6号附近公司|文化旅游项目开发建设；组织文化艺术交流活动（不含演出）；旅游信息咨询；企业管理咨询；经济贸易咨询；会议及展览服务；国内旅游业务；入境旅游业务（凭许可证并在有效期内经营）。|
赤峰西拉沐沦（集团）投资有限公司|岳国军|2233680||www.xilamulun.com|内蒙古自治区赤峰市元宝山区平庄宝山路北段东侧|3500万|2005-04-18|存续||91150403772226034Q|772226034|91150403772226034Q|有限责任公司(自然人投资或控股)(1130)|2005-04-18至2025-04-17|商务服务业||2018-06-19|3150万|||||Chifeng Xila Mulun(Group)Investment Co.,Ltd.|内蒙古自治区赤峰市元宝山区平庄宝山路北段东侧附近公司|投资经营与管理。（国家法律、法规规定应经审批的未获审批前不得生产经营）|
蒙东国际物流有限公司|徐向会|0476-5850345|rwjydh@163.com||内蒙古自治区赤峰市元宝山区马林街道办事处原红卫矿内|60000万|2017-10-24|存续||91150403MA0NKTP05U|MA0NKTP05|91150403MA0NKTP05U|有限责任公司(自然人投资或控股的法人独资)(1152)|2017-10-24至2047-10-23|道路运输业||2019-03-26|200万||||||内蒙古自治区赤峰市元宝山区马林街道办事处原红卫矿内附近公司|仓储服务（不含危险化学品）；物流信息咨询服务；道路普通货物运输（凭许可证在有效期内经营）；场地租赁；自营和代理各类货物及技术的进出口业务（但国家限定公司经营或禁止进出口的商品及技术除外）|
赤峰东元电力有限责任公司|王玉峰|0476-3595383|||内蒙古自治区赤峰市元宝山区云杉路|8000万|2000-12-15|存续||91150403720176979W|720176979|91150403720176979W|有限责任公司（非自然人投资或控股的法人独资）(1153)|2000-12-15至2025-12-15|电力、热力生产和供应业||2017-12-18|8000万||||||内蒙古自治区赤峰市元宝山区云杉路附近公司|许可经营项目：无 一般经营项目：电控设备安装；电力设备加工、制造、修理、安装、调试、保洁；火电机组检修、维护；金属材料、机电设备、化工产品（不含危险品）、粉煤灰、塑钢制品销售；环保设备、热能动力、热工自动化、运输设备、燃料输送、机械设备设计及设备改造；环保设备制造、销售；地基与基础工程施工；住宿；餐饮；酒销售；化工设备检修维护|
内蒙古田野餐桌现代农业有限责任公司|谢桂云|18047621888|tyczhr@163.com||内蒙古自治区赤峰市元宝山区美丽河镇四家村|4000万|2012-03-05|存续||911504035888486183|588848618|911504035888486183|其他有限责任公司(1190)|2012-03-05至2032-03-04|批发业||2018-10-08|900万||||||内蒙古自治区赤峰市元宝山区美丽河镇四家村附近公司|许可经营项目：馒头、花卷、包子、面条、大饼、馅饼、凉拌菜、辣酱加工销售；肉羊养殖（动物防疫条件合格证有效期至2015年1月12日）销售 一般经营项目：杂粮销售；农作物种植、销售（不含农作物种子）；农牧业技术服务；蔬菜新品种、新技术研究推广；技术转让、技术培训|
内蒙古华天制药有限公司|郭蔚冰|0476-3584966|710564270@qq.com|www.nmghuatian.cn|内蒙古自治区赤峰市资源型城市转型经济开发实验区|5000万|2007-10-22|存续||911504036673136709|667313670|911504036673136709|有限责任公司(自然人投资或控股)(1130)|2007-10-22至2057-10-21|医药制造业||2018-07-25|5000万|||||Inner Mongolia Huatian Pharmaceutical Co.,Ltd.|内蒙古自治区赤峰市资源型城市转型经济开发实验区附近公司|许可经营项目：粉剂／预混剂、散剂（含中药提取）、颗粒剂(含中药提取)/片剂、口服溶液剂（含中药提取）／最终灭菌大容量非静脉注射剂、消毒剂（固体）、消毒剂（液体）生产（凭兽药生产许可证经营）；自营进出口业务（但国家限定公司经营和禁止公司进出口的商品和技术除外）；兽用保健药品、原药、医疗器械批发（不含预防用生物制品）(凭兽药经营许可证经营)；添加剂预混合饲料生产（凭添加剂预混合饲料生产许可证经营）；混合型饲料添加剂生产（凭混合型饲料添加剂生产许可证经营）、饲料添加剂生产（凭饲料添加剂生产许可证经营）；农药批发和进出口（不含危险化学品）。普通货物道路运输|
内蒙古草原兴发食品有限公司|徐鹏|0476-8662914|lxl3665@163.com|www.cyxf.com|内蒙古自治区赤峰市元宝山区平庄镇哈河街东段南侧|10000万|2007-03-23|存续||911504037971900155|797190015|911504037971900155|其他有限责任公司(1190)|2007-03-23至2047-03-14|批发业||2016-07-13|10000万|小于50人|11|||Inner Mongolia Grass Xingfa Foodstuff Co.,Ltd.|内蒙古自治区赤峰市元宝山区平庄镇哈河街东段南侧附近公司|许可经营项目：粮食收购；动物保健药品、器械（不包括预防用兽用生物制品）销售。 一般经营项目：农作物种植；仓储服务；牧草销售；食用农产品销售；养殖技术咨询服务。预包装食品兼散装食品、不含乳制品批发兼零售；不以下项目分支机构经营：禽类屠宰、加工；速冻食品【速冻其他食品（速冻肉制品）】、肉制品（酱卤肉制品、熏煮香肠火腿制品、熏烧烤肉制品）生产、销售；草原绿鸟商品鸡雏孵化、销售；浓缩饲料、配合饲料生产与销售|内蒙古草原兴发食品有限公司（以下简称“草原兴发”）是在内蒙古草原兴发股份有限公司实施重大资产重组后，顺应市场需求和产业发展需要，于2007年3月23日注册成立的，是香港光辉集团控股的港澳台投资企业。现注册资本金为1亿元。草原兴发是以肉鸡、肉羊为主导产业，是国家级民族特需用品（清真食品）定点生产企业。公司设有国家级食品研发检测中心，还拥有全国环境最佳的种禽饲养场，生产条件居于行业领先水平。
赤峰宝山仕家房地产开发有限公司|谢井生|0476-5857500|2892938164@qq.com||赤峰市元宝山区平庄王府花园小区综合楼三楼|2000万|2012-06-18|存续||911504035973284464|597328446|911504035973284464|有限责任公司(自然人投资或控股)(1130)|2012-06-18至2042-06-17|房地产业||2018-03-19||小于50人|1||||赤峰市元宝山区平庄王府花园小区综合楼三楼附近公司|许可经营项目：房地产开发(凭资质经营)、销售；房屋及建筑设备租赁；广告设计、制作、代理、发布；餐饮服务（凭许可证在有效期内经营）。 一般经营项目：无|赤峰宝山仕家房地产开发有限公司成立于2012年06月18日，主要经营范围为许可经营项目：房地产开发（凭资质经营）、销售等。
